	index	billing_country	coupon	order_item	paid_date	course_category	order_id	salesperson	price
6113	6113	CA	newcgv13006	English Basic Level 1 (ESLB1)	2022-06-14 00:37:51+00:00	esl	5954886	Candela Miguel Tecla	10.0
6114	6114	CL	reclah06906nemenf	Induction Level 1 (IND1)	2022-06-14 01:19:08+00:00	esl	5954923	Virgen Graciano Graciana	10.0
6115	6115	MX	reclah06906rec	English Intermediate Level 7 (ESLI7)	2022-06-14 03:47:18+00:00	esl	5955077	Virgen Graciano Graciana	10.0
6116	6116	MX	reclah06906rec	English Advanced Level 3  (ESLA3),English Advanced Level 4 (ESLA4)	2022-06-15 19:07:56+00:00	esl	5955221	Virgen Graciano Graciana	10.0
6117	6117	MX	reclah06906rec	English Advanced Level 3  (ESLA3),English Advanced Level 4 (ESLA4)	2022-06-15 19:07:56+00:00	esl	5955221	Virgen Graciano Graciana	10.0
6118	6118	EC		English Basic Level 5 (ESLB5)	2022-06-14 14:37:34+00:00	esl	5955397	Maite Orfeo Roberto	10.0
6119	6119	CL	reclah13006nia	English Advanced Level 1 (ESLA1),English Basic Level 1 (ESLB1)	2022-06-14 18:52:53+00:00	esl	5955448	Virgen Graciano Graciana	10.0
6120	6120	CL	reclah13006nia	English Advanced Level 1 (ESLA1),English Basic Level 1 (ESLB1)	2022-06-14 18:52:53+00:00	esl	5955448	Virgen Graciano Graciana	10.0
6121	6121	CL	reckfb07906rec	4 cursos x $250 USD	2022-06-14 18:54:31+00:00	4 cursos x $250	5955509	Maite Orfeo Roberto	50.0
6122	6122	CL	newytf13006	English Intermediate Level 1 (ESLI1),Conversation - Basic level - July (CON-B)	2022-06-14 21:26:22+00:00	esl	5955613	Fabián Pepe Laurentino	10.0
6123	6123	CL	newytf13006	English Intermediate Level 1 (ESLI1),Conversation - Basic level - July (CON-B)	2022-06-14 21:26:22+00:00	con	5955613	Fabián Pepe Laurentino	10.0
6124	6124	MX	reclah06907nemenf	English Basic Level 1 (ESLB1)	2022-06-14 21:53:17+00:00	esl	5955745	Virgen Graciano Graciana	10.0
6125	6125	MX		Canaway Private School - Registration Fee	2022-06-14 22:41:24+00:00	cps	5955806	Osvaldo Lucrecia Priscila	100.0
6126	6126	CL	recjfl06906nia	English Basic Level 1 (ESLB1)	2022-06-15 03:19:45+00:00	esl	5956537	Romualdo Corina Irma	10.0
6127	6127	CL	reclah06906nia	Conversation - Intermediate level - July (CON-I)	2022-06-15 13:06:32+00:00	con	5956641	Virgen Graciano Graciana	10.0
6128	6128	CO	newscc06906	English For Business - July (EFB)	2022-06-15 17:15:00+00:00	efb	5956764	Marciana Alonso Cirilo	10.0
6129	6129	CL	newytf07906	Membresia Canaway	2022-06-15 18:25:02+00:00	membresia	5956849	Fabián Pepe Laurentino	80.0
6130	6130	CL	newytf07906	Membresia Canaway	2022-06-15 18:36:20+00:00	membresia	5956998	Fabián Pepe Laurentino	80.0
6131	6131	CL	newscc13006	Induction Level 1 (IND1),Induction Level 2 (IND2)	2022-06-15 21:04:24+00:00	esl	5957022	Marciana Alonso Cirilo	10.0
6132	6132	CL	newscc13006	Induction Level 1 (IND1),Induction Level 2 (IND2)	2022-06-15 21:04:24+00:00	esl	5957022	Marciana Alonso Cirilo	10.0
6133	6133	CL	newram07906	4 cursos x $250 USD	2022-06-16 16:50:12+00:00	4 cursos x $250	5957201	Oriana Nelson Brunilda	50.0
6134	6134	CL	newram06906	Induction Level 1 (IND1)	2022-06-16 21:38:24+00:00	esl	5957385	Oriana Nelson Brunilda	10.0
6135	6135	PE	newytf13006	English Intermediate Level 1 (ESLI1),English Intermediate Level 2 (ESLI2)	2022-06-17 02:01:51+00:00	esl	5957454	Fabián Pepe Laurentino	10.0
6136	6136	PE	newytf13006	English Intermediate Level 1 (ESLI1),English Intermediate Level 2 (ESLI2)	2022-06-17 02:01:51+00:00	esl	5957454	Fabián Pepe Laurentino	10.0
6137	6137	CA	recjfl07906nia	Membresia Canaway	2022-06-17 21:51:57+00:00	membresia	5958530	Romualdo Corina Irma	80.0
6138	6138	CL	recmjg07907rec	Membresia Canaway	2022-06-17 22:05:22+00:00	membresia	5958614	Consuela Yésica Balbina	80.0
6139	6139	CL		Induction Level 1 (IND1)	2022-06-17 23:49:18+00:00	esl	5958861	Fabián Pepe Laurentino	10.0
6140	6140	CO	recmjg07906nre	English Basic Level 2 (ESLB2)	2022-06-18 15:39:07+00:00	esl	5959023	Consuela Yésica Balbina	10.0
6141	6141	PE	recmjg07906nre	Membresia Canaway	2022-06-19 18:33:17+00:00	membresia	5959197	Consuela Yésica Balbina	80.0
6142	6142	CL	recjfl07906nia	Membresia Canaway	2022-06-20 20:01:22+00:00	membresia	5960244	Romualdo Corina Irma	80.0
6143	6143	CL	recjfl13006nre	English Basic Level 4 (ESLB4),English Basic Level 5 (ESLB5)	2022-06-20 20:47:46+00:00	esl	5960426	Romualdo Corina Irma	10.0
6144	6144	CL	recjfl13006nre	English Basic Level 4 (ESLB4),English Basic Level 5 (ESLB5)	2022-06-20 20:47:46+00:00	esl	5960426	Romualdo Corina Irma	10.0
6145	6145	EC	recdjg07906nre	English Basic Level 7 (ESLB7)	2022-06-20 23:45:30+00:00	esl	5960608	José María Yasmina María Belén	10.0
6146	6146	CL	newcgv07906	Membresia Canaway	2022-06-21 00:15:35+00:00	membresia	5960790	Candela Miguel Tecla	80.0
6147	6147	CA	newytf07906	4 cursos x $250 USD	2022-06-21 01:15:57+00:00	4 cursos x $250	5960869	Fabián Pepe Laurentino	50.0
6148	6148	CL	reclah07906rec	English Basic Level 5 (ESLB5)	2022-06-21 20:25:47+00:00	esl	5960965	Virgen Graciano Graciana	10.0
6149	6149	CL		Bulk Payment of English Classes (3 to 12 months in advance) - Pay for 9 months (15% discount)	2022-06-21 21:22:47+00:00	bulk	5961019	Osvaldo Lucrecia Priscila	120.0
6150	6150	CL	newytf13006	English Intermediate Level 1 (ESLI1)	2022-06-21 23:17:39+00:00	esl	5961295	Fabián Pepe Laurentino	10.0
6151	6151	CL	newytf13006	English Intermediate Level 1 (ESLI1)	2022-06-21 23:17:39+00:00	esl	5961295	Fabián Pepe Laurentino	10.0
6152	6152	CL	newytf13006	English Intermediate Level 1 (ESLI1)	2022-06-21 23:21:20+00:00	esl	5961390	Fabián Pepe Laurentino	10.0
6153	6153	CL	newytf13006	English Intermediate Level 1 (ESLI1)	2022-06-21 23:21:20+00:00	esl	5961390	Fabián Pepe Laurentino	10.0
6154	6154	CL	newcgv07906	Membresia Canaway	2022-06-21 23:55:22+00:00	membresia	5961528	Candela Miguel Tecla	80.0
6155	6155	CL	recjfl13006nia	Induction Level 1 (IND1),Induction Level 2 (IND2)	2022-06-22 02:23:58+00:00	esl	5961668	Romualdo Corina Irma	10.0
6156	6156	CL	recjfl13006nia	Induction Level 1 (IND1),Induction Level 2 (IND2)	2022-06-22 02:23:58+00:00	esl	5961668	Romualdo Corina Irma	10.0
6157	6157	CL	newram07906	Membresia Canaway	2022-06-22 03:52:11+00:00	membresia	5961777	Oriana Nelson Brunilda	80.0
6158	6158	CL	reckfb13006nia	English Basic Level 3 (ESLB3),English Basic Level 6 (ESLB6)	2022-06-22 15:37:58+00:00	esl	5961917	Maite Orfeo Roberto	10.0
6159	6159	CL	reckfb13006nia	English Basic Level 3 (ESLB3),English Basic Level 6 (ESLB6)	2022-06-22 15:37:58+00:00	esl	5961917	Maite Orfeo Roberto	10.0
6160	6160	CL	recjfl13006nia	English Basic Level 1 (ESLB1),English Basic Level 2 (ESLB2)	2022-06-22 16:01:56+00:00	esl	5962024	Romualdo Corina Irma	10.0
6161	6161	CL	recjfl13006nia	English Basic Level 1 (ESLB1),English Basic Level 2 (ESLB2)	2022-06-22 16:01:56+00:00	esl	5962024	Romualdo Corina Irma	10.0
6162	6162	EC	newscc13006	English Intermediate Level 2 (ESLI2),Conversation - Intermediate level - July (CON-I)	2022-06-22 16:47:23+00:00	esl	5962143	Marciana Alonso Cirilo	10.0
6163	6163	EC	newscc13006	English Intermediate Level 2 (ESLI2),Conversation - Intermediate level - July (CON-I)	2022-06-22 16:47:23+00:00	con	5962143	Marciana Alonso Cirilo	10.0
6164	6164	CL		English Basic Level 2 (ESLB2)	2022-06-22 17:52:16+00:00	esl	5962323	Ovidia Arsenio Maxi	10.0
6165	6165	CL	reckfb06907rec	English Basic Level 5 (ESLB5)	2022-06-22 19:22:17+00:00	esl	5962454	Maite Orfeo Roberto	10.0
6166	6166	PE	reckfb13006nia	English Basic Level 3 (ESLB3)	2022-06-22 19:21:44+00:00	esl	5962568	Maite Orfeo Roberto	10.0
6167	6167	PE	reckfb13006nia	English Basic Level 3 (ESLB3)	2022-06-22 19:21:44+00:00	esl	5962568	Maite Orfeo Roberto	10.0
6168	6168	CL	newdjg13006	English Basic Level 3 (ESLB3),English Basic Level 4 (ESLB4)	2022-06-22 19:40:27+00:00	esl	5962624	José María Yasmina María Belén	10.0
6169	6169	CL	newdjg13006	English Basic Level 3 (ESLB3),English Basic Level 4 (ESLB4)	2022-06-22 19:40:27+00:00	esl	5962624	José María Yasmina María Belén	10.0
6170	6170	CL	reclah13007nia	English Basic Level 1 (ESLB1)	2022-06-22 19:52:29+00:00	esl	5962739	Virgen Graciano Graciana	10.0
6171	6171	CL	reclah13007nia	English Basic Level 1 (ESLB1)	2022-06-22 19:52:29+00:00	esl	5962739	Virgen Graciano Graciana	10.0
6172	6172	MX	reclah07906nia	Membresia Canaway	2022-06-22 20:04:25+00:00	membresia	5962816	Virgen Graciano Graciana	80.0
6173	6173	CL	reclah07906nia	4 cursos x $250 USD	2022-06-22 21:01:27+00:00	4 cursos x $250	5962975	Virgen Graciano Graciana	50.0
6174	6174	CL	recdjg07506rec	English Basic Level 3 (ESLB3)	2022-06-22 22:47:43+00:00	esl	5963013	José María Yasmina María Belén	10.0
6175	6175	PE	recjfl06506rec	English Advanced Level 1 (ESLA1)	2022-06-22 23:51:25+00:00	esl	5963162	Romualdo Corina Irma	10.0
6176	6176	CL	newram13006	Induction Level 1 (IND1),Induction Level 2 (IND2)	2022-06-23 00:16:35+00:00	esl	5963267	Oriana Nelson Brunilda	10.0
6177	6177	CL	newram13006	Induction Level 1 (IND1),Induction Level 2 (IND2)	2022-06-23 00:16:35+00:00	esl	5963267	Oriana Nelson Brunilda	10.0
6178	6178	PA		English Intermediate Level 2 (ESLI2)	2022-06-23 00:26:16+00:00	esl	5963399	Romualdo Corina Irma	10.0
6179	6179	PE	recjfl07506nia	Conversation - Intermediate level - July (CON-I)	2022-06-23 00:57:19+00:00	con	5963464	Romualdo Corina Irma	10.0
6180	6180	CL	newram07906	Membresia Canaway	2022-06-23 01:24:14+00:00	membresia	5963689	Oriana Nelson Brunilda	80.0
6181	6181	HN		English Intermediate Level 2 (ESLI2)	2022-06-23 04:25:36+00:00	esl	5963810	Romualdo Corina Irma	10.0
6182	6182	CL	recdjg13006nre	English Basic Level 1 (ESLB1),English Basic Level 2 (ESLB2)	2022-06-23 15:12:31+00:00	esl	5964068	José María Yasmina María Belén	10.0
6183	6183	CL	recdjg13006nre	English Basic Level 1 (ESLB1),English Basic Level 2 (ESLB2)	2022-06-23 15:12:31+00:00	esl	5964068	José María Yasmina María Belén	10.0
6184	6184	CL	reclah13006nre	Induction Level 2 (IND2)	2022-06-23 16:03:18+00:00	esl	5964370	Virgen Graciano Graciana	10.0
6185	6185	CL	reclah13006nre	Induction Level 2 (IND2)	2022-06-23 16:03:18+00:00	esl	5964370	Virgen Graciano Graciana	10.0
6186	6186	PE	newram07506	Conversation - Basic level - July (CON-B)	2022-06-23 19:33:24+00:00	con	5964806	Oriana Nelson Brunilda	10.0
6187	6187	CL		Conversation - Basic level - July (CON-B)	2022-06-23 19:37:28+00:00	con	5965154	Romualdo Corina Irma	10.0
6188	6188	PE	reckfb13006nia	English Basic Level 6 (ESLB6),English Basic Level 7 (ESLB7)	2022-06-23 19:55:47+00:00	esl	5965292	Maite Orfeo Roberto	10.0
6189	6189	PE	reckfb13006nia	English Basic Level 6 (ESLB6),English Basic Level 7 (ESLB7)	2022-06-23 19:55:47+00:00	esl	5965292	Maite Orfeo Roberto	10.0
6190	6190	CL	newcgv07906	4 cursos x $250 USD	2022-06-23 20:24:08+00:00	4 cursos x $250	5965433	Candela Miguel Tecla	50.0
6191	6191	CL	reckde07506rec	4 cursos x $250 USD	2022-06-23 21:14:33+00:00	4 cursos x $250	5965592	Luz Teresa Ciro	40.0
6192	6192	PE	reclah13006nre	Induction Level 2 (IND2)	2022-06-23 22:39:13+00:00	esl	5965610	Virgen Graciano Graciana	10.0
6193	6193	PE	reclah13006nre	Induction Level 2 (IND2)	2022-06-23 22:39:13+00:00	esl	5965610	Virgen Graciano Graciana	10.0
6194	6194	CL	newcgv13006	English Basic Level 4 (ESLB4),English Basic Level 3 (ESLB3)	2022-06-23 22:47:25+00:00	esl	5965741	Candela Miguel Tecla	10.0
6195	6195	CL	newcgv13006	English Basic Level 4 (ESLB4),English Basic Level 3 (ESLB3)	2022-06-23 22:47:25+00:00	esl	5965741	Candela Miguel Tecla	10.0
6196	6196	CL	recjfl13006nre	English Basic Level 4 (ESLB4),Induction Level 2 (IND2)	2022-06-23 23:36:59+00:00	esl	5965848	Romualdo Corina Irma	10.0
6197	6197	CL	recjfl13006nre	English Basic Level 4 (ESLB4),Induction Level 2 (IND2)	2022-06-23 23:36:59+00:00	esl	5965848	Romualdo Corina Irma	10.0
6198	6198	CL	newcgv07906	4 cursos x $250 USD	2022-06-24 02:01:14+00:00	4 cursos x $250	5966100	Candela Miguel Tecla	50.0
6199	6199	CL		English Basic Level 1 (ESLB1)	2022-06-24 03:10:40+00:00	esl	5966218	Consuela Yésica Balbina	10.0
6200	6200	CL		4 cursos x $250 USD	2022-06-24 14:43:34+00:00	4 cursos x $250	5966397	Jhonny Rodrigo Félix	50.0
6201	6201	CL		Induction Level 2 (IND2)	2022-06-24 16:06:33+00:00	esl	5966499	Osvaldo Lucrecia Priscila	10.0
6202	6202	CL	reclah07907rec	English Basic Level 8 (ESLB8)	2022-06-24 16:09:09+00:00	esl	5966591	Virgen Graciano Graciana	10.0
6203	6203	US	reclah06906nemenf	English Basic Level 6 (ESLB6)	2022-06-24 17:01:13+00:00	esl	5966626	Virgen Graciano Graciana	10.0
6204	6204	PE	reclah06906nemenf	English Intermediate Level 5 (ESLI5)	2022-06-24 17:30:26+00:00	esl	5966727	Virgen Graciano Graciana	10.0
6205	6205	MX	newdjg06706	English Basic Level 4 (ESLB4)	2022-06-24 18:25:46+00:00	esl	5967080	José María Yasmina María Belén	10.0
6206	6206	CA		4 cursos x $250 USD	2022-06-24 22:03:15+00:00	4 cursos x $250	5967178	Romualdo Corina Irma	50.0
6207	6207	CL	reclah07906nia	Membresia Canaway	2022-06-24 22:35:10+00:00	membresia	5967295	Virgen Graciano Graciana	80.0
6208	6208	CL	reclah06906nemenf	Induction Level 1 (IND1)	2022-06-24 22:41:32+00:00	esl	5967334	Virgen Graciano Graciana	10.0
6209	6209	CL	recjfl06506rec	English Basic Level 3 (ESLB3)	2022-06-24 23:59:36+00:00	esl	5967551	Romualdo Corina Irma	10.0
6210	6210	CL	newytf13006	English Basic Level 1 (ESLB1)	2022-06-25 00:07:41+00:00	esl	5967600	Fabián Pepe Laurentino	10.0
6211	6211	CL	newytf13006	English Basic Level 1 (ESLB1)	2022-06-25 00:07:41+00:00	esl	5967600	Fabián Pepe Laurentino	0.0
6212	6212	PE	recjfl13006nre	English Intermediate Level 7 (ESLI7),English Intermediate Level 8 (ESLI8)	2022-06-25 01:25:15+00:00	esl	5967715	Romualdo Corina Irma	10.0
6213	6213	PE	recjfl13006nre	English Intermediate Level 7 (ESLI7),English Intermediate Level 8 (ESLI8)	2022-06-25 01:25:15+00:00	esl	5967715	Romualdo Corina Irma	10.0
6214	6214	BO	recmjg07906nre	Membresia Canaway	2022-06-27 20:32:15+00:00	membresia	5968072	Consuela Yésica Balbina	80.0
6215	6215	EC	recdjg06506rec	English Intermediate Level 1 (ESLI1)	2022-06-25 18:38:32+00:00	esl	5968104	José María Yasmina María Belén	10.0
6216	6216	CL		English Basic Level 7 (ESLB7)	2022-06-25 18:49:24+00:00	esl	5968244	Romualdo Corina Irma	10.0
6217	6217	HN	newram07906	English Intermediate Level 3 (ESLI3)	2022-06-25 20:50:12+00:00	esl	5968421	Oriana Nelson Brunilda	10.0
6218	6218	CL		English Basic Level 8 (ESLB8)	2022-06-25 23:19:56+00:00	esl	5968582	Romualdo Corina Irma	10.0
6219	6219	CL		Conversation - Intermediate level - July (CON-I)	2022-06-25 23:26:40+00:00	con	5968607	Romualdo Corina Irma	10.0
6220	6220	MX	reclah07906rec	Induction Level 1 (IND1)	2022-06-26 00:03:50+00:00	esl	5968788	Virgen Graciano Graciana	10.0
6221	6221	PE		English Intermediate Level 6 (ESLI6)	2022-06-26 03:40:33+00:00	esl	5968879	Luz Teresa Ciro	10.0
6222	6222	PE		Canaway Private School - Tuition: Monthly for 12 months	2022-06-26 05:03:13+00:00	cps	5968918	Romualdo Corina Irma	80.0
6223	6223	CL	reclah06906nemenf	English Basic Level 5 (ESLB5)	2022-06-26 15:06:50+00:00	esl	5969260	Virgen Graciano Graciana	10.0
6224	6224	MX	reclah06506rec	Conversation - Intermediate level - July (CON-I)	2022-06-26 17:21:57+00:00	con	5969347	Virgen Graciano Graciana	10.0
6225	6225	MX	reclah06506rec	English Intermediate Level 1 (ESLI1)	2022-06-26 17:26:59+00:00	esl	5969453	Virgen Graciano Graciana	10.0
6226	6226	CL		English Basic Level 5 (ESLB5)	2022-06-26 21:26:38+00:00	esl	5969550	Romualdo Corina Irma	10.0
6227	6227	MX	reclah07906rec	English Basic Level 2 (ESLB2)	2022-06-27 16:07:34+00:00	esl	5969658	Virgen Graciano Graciana	10.0
6228	6228	CL		English Basic Level 5 (ESLB5)	2022-06-26 21:56:56+00:00	esl	5969716	Romualdo Corina Irma	10.0
6229	6229	PE		Membresia Canaway	2022-06-27 03:41:15+00:00	membresia	5969998	Osvaldo Lucrecia Priscila	80.0
6230	6230	MX	reclah07907rec	English Intermediate Level 4  (ESLI4)	2022-06-27 03:43:25+00:00	esl	5970083	Virgen Graciano Graciana	10.0
6231	6231	CL		English Intermediate Level 1 (ESLI1)	2022-06-27 04:10:10+00:00	esl	5970142	Ovidia Arsenio Maxi	10.0
6232	6232	CL	recjfl13006nre	English Basic Level 5 (ESLB5)	2022-06-27 05:20:54+00:00	esl	5970271	Romualdo Corina Irma	10.0
6233	6233	CL	recjfl13006nre	English Basic Level 5 (ESLB5)	2022-06-27 05:20:54+00:00	esl	5970271	Romualdo Corina Irma	0.0
6234	6234	PE	recjfl13006nre	English Intermediate Level 6 (ESLI6)	2022-06-27 14:15:02+00:00	esl	5970465	Romualdo Corina Irma	10.0
6235	6235	PE	recjfl13006nre	English Intermediate Level 6 (ESLI6)	2022-06-27 14:15:02+00:00	esl	5970465	Romualdo Corina Irma	10.0
6236	6236	CL	newscc06706	Induction Level 1 (IND1)	2022-06-27 16:06:44+00:00	esl	5971141	Marciana Alonso Cirilo	10.0
6237	6237	PE	reckfb13006nia	Induction Level 2 (IND2)	2022-06-27 16:44:24+00:00	esl	5971244	Maite Orfeo Roberto	10.0
6238	6238	PE	reckfb13006nia	Induction Level 2 (IND2)	2022-06-27 16:44:24+00:00	esl	5971244	Maite Orfeo Roberto	10.0
6239	6239	MX	reclah06506rec	English Basic Level 7 (ESLB7)	2022-06-27 17:18:34+00:00	esl	5971460	Virgen Graciano Graciana	10.0
6240	6240	CL		4 cursos x $250 USD	2022-06-27 17:50:20+00:00	4 cursos x $250	5971993	Romualdo Corina Irma	50.0
6241	6241	CL		English Basic Level 3 (ESLB3)	2022-06-27 17:52:33+00:00	esl	5972052	Romualdo Corina Irma	10.0
6242	6242	PE		English Advanced Level 4 (ESLA4)	2022-06-27 18:49:13+00:00	esl	5972149	Romualdo Corina Irma	10.0
6243	6243	CL	recjfl07906nia	English Basic Level 6 (ESLB6)	2022-06-27 19:56:15+00:00	esl	5972345	Romualdo Corina Irma	10.0
6244	6244	CL	newscc07906	Membresia Canaway	2022-06-27 20:20:31+00:00	membresia	5972481	Marciana Alonso Cirilo	80.0
6245	6245	MX	reclah07907rec	English Advanced Level 4 (ESLA4)	2022-06-27 21:11:39+00:00	esl	5972586	Virgen Graciano Graciana	10.0
6246	6246	PE	reckfb00006recfre	English Basic Level 2 (ESLB2)	2022-06-27 21:38:25+00:00	esl	5972633	Maite Orfeo Roberto	0.0
6247	6247	MX	reclah13006nia	English Intermediate Level 4  (ESLI4),English Intermediate Level 5 (ESLI5)	2022-06-27 22:54:16+00:00	esl	5972761	Virgen Graciano Graciana	10.0
6248	6248	MX	reclah13006nia	English Intermediate Level 4  (ESLI4),English Intermediate Level 5 (ESLI5)	2022-06-27 22:54:16+00:00	esl	5972761	Virgen Graciano Graciana	10.0
6249	6249	MX	reclah13006nia	Conversation - Advanced level - July (CON-A)	2022-06-27 23:03:16+00:00	con	5972896	Virgen Graciano Graciana	10.0
6250	6250	MX	reclah13006nia	Conversation - Advanced level - July (CON-A)	2022-06-27 23:03:16+00:00	con	5972896	Virgen Graciano Graciana	10.0
6251	6251	EC	recjfl06506rec	English Intermediate Level 8 (ESLI8)	2022-06-28 00:11:15+00:00	esl	5972959	Romualdo Corina Irma	10.0
6252	6252	PE		English Basic Level 7 (ESLB7)	2022-06-28 02:59:16+00:00	esl	5973304	Romualdo Corina Irma	10.0
6253	6253	CL		English Intermediate Level 8 (ESLI8)	2022-06-28 03:07:56+00:00	esl	5973433	Ovidia Arsenio Maxi	10.0
6254	6254	PE	recjfl07906nia	4 cursos x $250 USD	2022-06-28 03:39:47+00:00	4 cursos x $250	5973543	Romualdo Corina Irma	50.0
6255	6255	CL	recjfl06506rec	English Basic Level 6 (ESLB6)	2022-06-28 06:14:41+00:00	esl	5973655	Romualdo Corina Irma	10.0
6256	6256	CL	reclah06906nemenf	English Basic Level 3 (ESLB3)	2022-06-28 13:36:11+00:00	esl	5973882	Virgen Graciano Graciana	10.0
6257	6257	EC	newdjg07906	4 cursos x $250 USD	2022-06-28 14:29:40+00:00	4 cursos x $250	5973905	José María Yasmina María Belén	50.0
6258	6258	PE		4 cursos x $250 USD	2022-06-28 15:24:45+00:00	4 cursos x $250	5974094	Romualdo Corina Irma	50.0
6259	6259	CL	newdjg07906	English Intermediate Level 1 (ESLI1)	2022-06-28 16:29:36+00:00	esl	5974182	José María Yasmina María Belén	10.0
6260	6260	CL	reclah07906nia	IELTS Exam Preparation (IELTS)	2022-06-28 17:11:30+00:00	ielts	5974274	Virgen Graciano Graciana	40.0
6261	6261	CL	newram07906	English Intermediate Level 1 (ESLI1)	2022-06-28 17:47:56+00:00	esl	5974381	Oriana Nelson Brunilda	10.0
6262	6262	MX	reclah07906nia	English Basic Level 4 (ESLB4)	2022-06-28 19:13:56+00:00	esl	5974503	Virgen Graciano Graciana	10.0
6263	6263	VE	newscc07906	English Basic Level 4 (ESLB4)	2022-06-28 19:36:13+00:00	esl	5974698	Marciana Alonso Cirilo	10.0
6264	6264	CA		English Intermediate Level 7 (ESLI7)	2022-06-28 19:39:13+00:00	esl	5974702	Ovidia Arsenio Maxi	10.0
6265	6265	PE	recjfl13006nre	English Intermediate Level 7 (ESLI7)	2022-06-28 20:58:20+00:00	esl	5974875	Romualdo Corina Irma	10.0
6266	6266	PE	recjfl13006nre	English Intermediate Level 7 (ESLI7)	2022-06-28 20:58:20+00:00	esl	5974875	Romualdo Corina Irma	10.0
6267	6267	CL	newdjg07906	Induction Level 1 (IND1)	2022-06-28 21:56:31+00:00	esl	5975081	José María Yasmina María Belén	10.0
6268	6268	EC	recdjg13006nre	English Basic Level 1 (ESLB1),English Basic Level 2 (ESLB2)	2022-06-28 22:12:58+00:00	esl	5975150	José María Yasmina María Belén	10.0
6269	6269	EC	recdjg13006nre	English Basic Level 1 (ESLB1),English Basic Level 2 (ESLB2)	2022-06-28 22:12:58+00:00	esl	5975150	José María Yasmina María Belén	10.0
6270	6270	CL	newram07906	English Intermediate Level 1 (ESLI1)	2022-06-28 22:24:29+00:00	esl	5975265	Oriana Nelson Brunilda	10.0
6271	6271	CL	newscc07906	4 cursos x $250 USD	2022-06-28 23:08:32+00:00	4 cursos x $250	5975306	Marciana Alonso Cirilo	50.0
6272	6272	MX	newytf13006	English Intermediate Level 1 (ESLI1)	2022-06-29 00:01:50+00:00	esl	5975529	Fabián Pepe Laurentino	10.0
6273	6273	MX	newytf13006	English Intermediate Level 1 (ESLI1)	2022-06-29 00:01:50+00:00	esl	5975529	Fabián Pepe Laurentino	0.0
6274	6274	PE	newytf07906	English Basic Level 4 (ESLB4)	2022-06-29 16:52:18+00:00	esl	5975688	Fabián Pepe Laurentino	10.0
6275	6275	CA	recjfl07906nia	English for Kids - July (EFK)	2022-06-29 04:01:44+00:00	efk	5975710	Romualdo Corina Irma	10.0
6276	6276	CA	recjfl07907nia	Conversation - Intermediate level - July (CON-I)	2022-06-29 06:21:21+00:00	con	5975822	Romualdo Corina Irma	10.0
6277	6277	CL	newytf07906	4 cursos x $250 USD	2022-06-29 14:15:59+00:00	4 cursos x $250	5976030	Fabián Pepe Laurentino	50.0
6278	6278	CL	newcgv07906	IELTS Exam Preparation (IELTS)	2022-06-29 16:31:46+00:00	ielts	5976329	Candela Miguel Tecla	40.0
6279	6279	CA	reclah06906nemenf	English Basic Level 2 (ESLB2)	2022-06-29 17:22:44+00:00	esl	5976494	Virgen Graciano Graciana	10.0
6280	6280	HN		Conversation - Intermediate level - July (CON-I)	2022-06-29 17:51:29+00:00	con	5976590	Maite Orfeo Roberto	10.0
6281	6281	DE		English Intermediate Level 1 (ESLI1)	2022-06-29 18:11:18+00:00	esl	5976665	Ovidia Arsenio Maxi	10.0
6282	6282	MX	reclah06506rec	English Basic Level 7 (ESLB7)	2022-06-29 18:58:36+00:00	esl	5976814	Virgen Graciano Graciana	10.0
6283	6283	CL	newram07906	4 cursos x $250 USD	2022-06-29 19:09:09+00:00	4 cursos x $250	5976939	Oriana Nelson Brunilda	50.0
6284	6284	PA		4 cursos x $250 USD	2022-06-29 22:57:55+00:00	4 cursos x $250	5977036	Ovidia Arsenio Maxi	50.0
6285	6285	CL	newcgv06706	English Basic Level 1 (ESLB1)	2022-06-29 23:01:48+00:00	esl	5977165	Candela Miguel Tecla	10.0
6286	6286	CA	recmjg13006nre	English Intermediate Level 1 (ESLI1)	2022-06-30 00:39:53+00:00	esl	5977210	Consuela Yésica Balbina	10.0
6287	6287	CA	recmjg13006nre	English Intermediate Level 1 (ESLI1)	2022-06-30 00:39:53+00:00	esl	5977210	Consuela Yésica Balbina	10.0
6288	6288	CA		English Basic Level 5 (ESLB5)	2022-06-30 00:41:17+00:00	esl	5977355	Romualdo Corina Irma	10.0
6289	6289	PA	recjfl06506rec	English Basic Level 8 (ESLB8)	2022-06-30 00:41:42+00:00	esl	5977407	Romualdo Corina Irma	10.0
6290	6290	CL	newytf13006	Induction Level 1 (IND1)	2022-06-30 00:45:16+00:00	esl	5977536	Fabián Pepe Laurentino	10.0
6291	6291	CL	newytf13006	Induction Level 1 (IND1)	2022-06-30 00:45:16+00:00	esl	5977536	Fabián Pepe Laurentino	10.0
6292	6292	PE	recjfl13006nre	Conversation - Intermediate level - July (CON-I)	2022-06-30 03:02:41+00:00	con	5977774	Romualdo Corina Irma	10.0
6293	6293	PE	recjfl13006nre	Conversation - Intermediate level - July (CON-I)	2022-06-30 03:02:41+00:00	con	5977774	Romualdo Corina Irma	10.0
6294	6294	CA		English Intermediate Level 4  (ESLI4)	2022-06-30 03:41:23+00:00	esl	5977884	Romualdo Corina Irma	10.0
